Client,Product,ProductDescription,Language,ProductType,BaseUnit,PurchaseOrderQuantityUnit,PreferredUnitOfMeasure,ProductGroup,ProductHierarchy,Division,IndustrySector,ItemCategoryGroup,CountryOfOrigin,NetWeight,GrossWeight,WeightUnit,MaterialVolume,VolumeUnit,ValidityStartDate,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,AuthorizationGroup,CrossPlantStatus,Brand,ProductManufacturerNumber,WarehouseProductGroup,WarehouseStorageCondition,ProcurementRule,IsMarkedForDeletion,IsBatchManagementRequired,ProductIsConfigurable,QltyMgmtInProcmtIsActive,QualityInspectionGroup,SerialNumberProfile,SizeOrDimensionText
700,000000005010989514,Servico de Embalagem Baixa Densidade 91A,DE,DIEN,EA,EA,EA,ZMAT,003006005008004006,00,M,NORM,DE,173.942,180.441,KG,,,20181011,MDG_USER08,20150911,CB9980520020,20200818,M002,01,PLBL,,WA02,Z1,,,,,,ZM01,,
812,000000005010989651,Kit de Vedacao Farmaceutico 26D P004,FR,ERSA,M,EA,M,ZSRV,004003002008009004,20,P,NORM,FR,39.879,,,,,20220725,MM_BATCH_01,20230128,MDG_USER12,20221223,ZMM1,,ORGL,,,04,,,,,,ZM01,,
100,000000005010989788,Caderno Corporativo Baixa Densidade 04C ,EN,FERT,CS,CS,CS,Z001,004008001007004002,20,L,BANS,GB,10.107,11.287,LB,2.251,L,20211205,MDG_USER08,20250216,MDG_USER12,20220225,M002,01,,,WA01,Z1,,,,,,ZM01,,
200,000000005010989925,Bloco de Cobre Alta Densidade 41D P002,PT,HALB,EA,EA,EA,Z002,003001003009001002,10,O,LEER,BR,129.119,131.177,KG,1.100,CDM,20201012,CB9980520010,20250524,MM_BATCH_03,20191212,M002,,ORGL,MFR-582023,,,F,,X,,,ZM01,,
300,000000005010990062,Celulose Standard 21D P003,EN,ROH,EA,EA,EA,Z010,007001008001009003,00,L,BANS,US,256.437,276.452,KG,,,20180419,MM_BATCH_01,20140725,MDG_USER12,20161008,M002,,,,WA01,04,F,,,,,QP01,,
400,000000005010990199,Parafuso Galvanizado Premium 15C P004,DE,HAWA,KG,KG,KG,Z020,004009001007004006,30,M,BANS,DE,161.753,176.600,KG,1.489,M3,20250515,MM_BATCH_01,20170511,CB9980520020,20260410,ZMM1,ZL,ZBX1,MFR-108007,WA02,,F,,,,X,,,
510,000000005010990336,Etiqueta Adesiva Alta Densidade 46A P001,FR,NLAG,EA,KG,EA,Z030,001008009005001001,00,M,LEER,FR,200.888,236.416,KG,0.731,L,20240407,MDG_USER08,20230817,CB9980520020,20200107,M002,01,PLBL,,,02,F,,,,,QP01,,
600,000000005010990473,Servico de Pintura Standard 97B P002,EN,DIEN,EA,EA,EA,ZMAT,004007007001006001,20,O,LUMF,GB,260.532,321.223,KG,0.021,L,20230529,CB9980520010,20210605,MDG_USER12,20250601,,01,ZBRN,,,,X,,,,X,QP01,,
700,000000005010990610,Kit de Vedacao Alimenticio 54D P003,PT,ERSA,M2,M2,M2,ZSRV,008003009001002002,10,A,LEER,BR,302.014,339.725,LB,1.112,CDM,20160816,CB9980520010,20200405,CB9980520020,20260221,,02,,,WA01,04,X,,,,,,,
812,000000005010990747,Kit de Montagem Alimenticio 50D P004,EN,FERT,PAL,PAL,PAL,Z001,005003003007008005,40,C,NORM,US,367.997,372.373,G,0.634,M3,20171214,CB9980520010,20160525,MDG_USER12,20260404,ZMM1,01,,,,Z1,,,X,,X,,,
100,000000005010990884,Tubo de Aluminio Tecnico 54B P001,DE,HALB,CS,CS,CS,Z002,008005008008001006,20,C,VERP,DE,338.347,,,1.333,M3,20210713,CB9980520010,20221121,MM_BATCH_03,20260309,,01,,,WHSE,Z1,F,,X,,,,,
200,000000005010991021,Resina Epoxi Standard 95A P002,FR,ROH,L,KG,L,Z010,006008009005007005,00,L,LUMF,FR,289.795,298.297,KG,1.060,M3,20220802,MM_BATCH_01,20211029,MM_BATCH_03,20201129,M002,,,,,Z1,,,,,,ZM01,,
300,000000005010991158,Fita Tecnica Reforcado 68B P003,EN,HAWA,M,M,M,Z020,006005006008005001,10,C,NORM,GB,14.601,15.347,KG,0.019,M3,20210517,MDG_USER08,20240515,MM_BATCH_03,20150113,,01,,,WA02,04,F,,,,,ZM01,,
400,000000005010991295,Insumo de Apoio Baixa Densidade 49A P004,PT,NLAG,L,EA,EA,Z030,009008009003007002,10,C,VERP,BR,364.775,389.362,KG,0.987,M3,20200903,MDG_USER08,20241116,MDG_USER12,20190222,M002,,,,WHSE,Z1,,,,,,QP01,,
510,000000005010991432,Servico de Transporte Baixa Densidade 22,EN,DIEN,EA,EA,EA,ZMAT,005003008004009009,00,L,LUMF,US,77.588,,,0.216,CDM,20150227,CB9980520010,20141115,MDG_USER12,20240602,ZMM1,,,,WA01,02,,,,,,,,
600,000000005010991569,Kit de Vedacao Tecnico 70D P002,DE,ERSA,M,EA,EA,ZSRV,001006006001005008,00,P,NORM,DE,109.979,,,0.556,L,20210531,MM_BATCH_01,20210722,MDG_USER12,20140206,,ZL,PLBL,,WA01,Z1,F,,,,X,,,
700,000000005010991706,Componente Eletrico Automotivo 49D P003,FR,FERT,CS,CS,CS,Z001,003008002004006002,10,C,VERP,FR,228.642,244.113,KG,,,20160820,CB9980520010,20251004,MM_BATCH_03,20170711,,,ZBX1,,,04,,,,X,,,,
812,000000005010991843,Painel Laminado Flexivel 04D P004,EN,HALB,EA,EA,EA,Z002,006001002003001003,00,A,LUMF,GB,295.895,323.969,KG,0.862,M3,20251119,MDG_USER08,20230313,CB9980520020,20220413,ZMM1,01,PLBL,,,02,,,,,,ZM01,,
100,000000005010991980,Aco Carbono Standard 62A P001,PT,ROH,KG,KG,KG,Z010,009009001008008008,10,O,LEER,BR,325.017,383.608,KG,,,20191115,CB9980520010,20251129,CB9980520020,20251109,,,,,WA02,,F,,,,,QP01,,
200,000000005010992117,Rolamento Alta Densidade 80C P002,EN,HAWA,EA,EA,EA,Z020,008008006009004003,30,P,VERP,US,322.326,,,0.267,L,20230508,MDG_USER08,20170505,CB9980520020,20161026,M002,,,,,04,X,,,,X,ZM01,,
300,000000005010992254,Caixa Arquivo Alta Densidade 22A P003,DE,NLAG,M2,KG,M2,Z030,001006002008007007,10,M,BANS,DE,325.841,359.401,G,2.035,L,20220808,CB9980520010,20160504,MM_BATCH_03,20180915,ZMM1,ZL,,MFR-504368,,04,,,,,,,,
400,000000005010992391,Servico de Pintura Industrial 92D P004,FR,DIEN,EA,EA,EA,ZMAT,001007008003001006,40,C,LEER,FR,344.254,429.322,G,2.394,CDM,20230418,MDG_USER08,20160924,MDG_USER12,20200225,ZMM1,,,,,02,,,,,,,,
510,000000005010992528,Rolamento Reserva Farmaceutico 43C P001,EN,ERSA,M,KG,M,ZSRV,004004006006005009,20,O,LUMF,GB,64.439,72.720,G,0.341,M3,20181127,MDG_USER08,20151017,MDG_USER12,20140726,M001,,,,WA02,04,F,,,,,QP01,,
600,000000005010992665,Suporte de Aco Alimenticio 68B P002,PT,FERT,CS,EA,CS,Z001,006009004002001005,40,L,LUMF,BR,88.953,102.018,G,1.727,CDM,20220106,MDG_USER08,20201123,CB9980520020,20151128,M001,,,,WA01,04,,,,,,,,
700,000000005010992802,Filme Plastico Standard 67D P003,EN,HALB,PC,CS,CS,Z002,002005005008003007,20,P,LEER,US,31.235,,,1.455,L,20260302,CB9980520010,20140906,CB9980520020,20151214,M002,,,MFR-896063,,,,,X,,,,,201mm
812,000000005010992939,Granulado PVC Alta Densidade 48A P004,DE,ROH,G,KG,G,Z010,007008008002007007,20,A,LUMF,DE,40.364,43.853,KG,,,20231127,MM_BATCH_01,20140630,MDG_USER12,20250712,M002,01,ORGL,,,Z1,X,,,,,ZM01,,
100,000000005010993076,Parafuso Galvanizado Automotivo 18B P001,FR,HAWA,EA,EA,EA,Z020,003003001008002007,10,M,LUMF,FR,227.244,229.002,G,2.294,L,20200705,MDG_USER08,20160711,MDG_USER12,20230705,ZMM1,ZL,,,,04,F,,,,,,,
200,000000005010993213,Caixa Arquivo Baixa Densidade 57D P002,EN,NLAG,G,EA,EA,Z030,005003006005002007,00,C,BANS,GB,146.502,163.003,KG,0.358,M3,20211214,CB9980520010,20250120,MDG_USER12,20250502,,02,,,,,F,,,,,QP01,,
300,000000005010993350,Servico de Transporte Alimenticio 90A P0,PT,DIEN,EA,EA,EA,ZMAT,009007006001008009,30,C,LEER,BR,194.646,,,0.636,CDM,20191010,MM_BATCH_01,20230714,MDG_USER12,20181010,,,,,WA02,02,X,,,,,QP01,,379mm
400,000000005010993487,Kit de Vedacao Alimenticio 16D P004,EN,ERSA,M2,EA,M2,ZSRV,008007008002009009,40,C,VERP,US,89.012,106.824,G,,,20180408,CB9980520010,20200620,MDG_USER12,20181031,M001,01,,,,,X,,,,X,,,
510,000000005010993624,Conector de Cobre Farmaceutico 36C P001,DE,FERT,CS,CS,CS,Z001,001003009005003006,20,A,LEER,DE,154.057,179.014,G,0.440,L,20180206,CB9980520010,20240401,MDG_USER12,20161104,,,,,WA01,02,,,,,,,,
600,000000005010993761,Tubo de Aluminio Automotivo 98D P002,FR,HALB,EA,CS,CS,Z002,008007006005002009,30,A,BANS,FR,314.542,,,2.015,M3,20200115,MM_BATCH_01,20170225,MDG_USER12,20160801,,ZL,,,WHSE,,,,,,,,,
700,000000005010993898,Latão Industrial 54D P003,EN,ROH,G,EA,EA,Z010,004002001005009005,40,L,NORM,GB,205.703,228.975,KG,,,20161107,MM_BATCH_01,20171004,MDG_USER12,20201101,,02,,,WA02,04,X,,X,,,,ZSER,
812,000000005010994035,Adesivo Industrial Premium 68B P004,PT,HAWA,G,G,G,Z020,005008001009009002,20,P,LEER,BR,292.303,357.638,KG,,,20180830,MM_BATCH_01,20140423,MDG_USER12,20160514,ZMM1,ZL,,,,02,,,,,,,,
100,000000005010994172,Caixa Arquivo Alimenticio 03C P001,EN,NLAG,EA,KG,KG,Z030,004002002006009004,40,P,LEER,US,100.880,,,,,20190612,MDG_USER08,20250210,MM_BATCH_03,20210530,M002,01,,,,Z1,,X,,,,QP01,,
200,000000005010994309,Servico de Corte Reforcado 39D P002,DE,DIEN,EA,EA,EA,ZMAT,006006004005005001,00,L,LUMF,DE,56.197,,,0.403,CDM,20200224,MDG_USER08,20200910,MM_BATCH_03,20200220,,02,,,,Z1,,,,,,ZM01,,
300,000000005010994446,Rolamento Reserva Leve 61B P003,FR,ERSA,G,G,G,ZSRV,008008008009009007,30,O,NORM,FR,407.997,421.940,KG,0.053,CDM,20181012,MM_BATCH_01,20170221,MDG_USER12,20220529,M002,,,,,Z1,F,,,,,,,196mm
400,000000005010994583,Caixa de Papel Alimenticio 29D P004,EN,FERT,PAL,CS,CS,Z001,001006008004006001,10,L,LEER,GB,222.662,240.867,G,,,20191104,MM_BATCH_01,20260204,CB9980520020,20151011,ZMM1,,ZBRN,,WHSE,Z1,F,,,,X,,,
510,000000005010994720,Placa de Polimero Baixa Densidade 75B P0,PT,HALB,EA,EA,EA,Z002,001004004005002004,30,C,LEER,BR,285.365,325.599,LB,1.751,M3,20160704,MDG_USER08,20240308,CB9980520020,20210121,M002,,,MFR-291711,,02,X,,,,X,,,
600,000000005010994857,Latão Farmaceutico 33C P002,EN,ROH,M2,KG,M2,Z010,009003008001002005,30,M,LEER,US,326.491,397.730,KG,0.701,L,20211211,CB9980520010,20210318,MM_BATCH_03,20180423,,02,,,WA01,Z1,,,X,,,ZM01,,74mm
700,000000005010994994,Manta Plastica Alta Densidade 17C P003,DE,HAWA,M2,EA,EA,Z020,006002006005002003,20,M,LUMF,DE,163.842,191.520,G,,,20170421,MDG_USER08,20150114,MM_BATCH_03,20230525,M001,02,,MFR-747502,WA02,,X,,,,,,,
812,000000005010995131,Caixa Arquivo Standard 85C P004,FR,NLAG,KG,EA,KG,Z030,003006003008009002,40,P,BANS,FR,374.406,428.134,KG,,,20251121,MM_BATCH_01,20140607,MDG_USER12,20251211,M002,01,ZBRN,,,02,X,,,,,,,
100,000000005010995268,Servico de Corte Tecnico 07C P001,EN,DIEN,EA,EA,EA,ZMAT,001004001004006001,10,C,BANS,GB,54.938,67.230,LB,0.815,CDM,20251106,MDG_USER08,20211025,MDG_USER12,20181107,M002,,,,,02,,,,,X,ZM01,,192mm
200,000000005010995405,Rolamento Reserva Industrial 69D P002,PT,ERSA,EA,EA,EA,ZSRV,008008002006004009,40,O,LEER,BR,146.568,,,1.967,CDM,20200327,MDG_USER08,20220929,MDG_USER12,20140425,ZMM1,ZL,,,WA01,02,,,,,,ZM01,,
300,000000005010995542,Suporte de Aco Alimenticio 37C P003,EN,FERT,CS,CS,CS,Z001,009008001007002009,10,C,VERP,US,122.615,,,1.810,L,20190402,CB9980520010,20260313,CB9980520020,20210515,,02,,,,Z1,,,X,,,,ZSER,
400,000000005010995679,Tubo de Aluminio Reforcado 58D P004,DE,HALB,PC,EA,PC,Z002,009003002001006007,30,A,LUMF,DE,73.969,89.843,LB,2.115,M3,20180428,MM_BATCH_01,20190122,CB9980520020,20201028,ZMM1,01,PLBL,,WA02,02,,X,,,,ZM01,,
510,000000005010995816,Tecido Tecnico Industrial 57B P001,FR,ROH,KG,KG,KG,Z010,009002003002005008,20,M,NORM,FR,82.126,82.540,KG,,,20230712,MDG_USER08,20180522,MDG_USER12,20200718,M001,,ZBRN,,WA01,Z1,F,,,,,QP01,,
600,000000005010995953,Rolamento Premium 66B P002,EN,HAWA,L,KG,L,Z020,009009007005005004,30,M,LUMF,GB,288.124,359.283,KG,,,20251116,CB9980520010,20230918,CB9980520020,20200130,ZMM1,,,,WHSE,02,X,,X,,,,SERI,
700,000000005010996090,Caixa Arquivo Alta Densidade 94B P003,PT,NLAG,L,L,L,Z030,007005008005008009,10,C,NORM,BR,175.785,188.984,KG,,,20150306,MDG_USER08,20230820,MM_BATCH_03,20200705,M002,,0001,,,04,,,,,,,,
812,000000005010996227,Servico de Inspecao Standard 98D P004,EN,DIEN,EA,EA,EA,ZMAT,009006003006004008,30,O,VERP,US,347.608,400.153,LB,0.157,M3,20180408,MM_BATCH_01,20250921,MDG_USER12,20180311,ZMM1,02,,MFR-693311,,,,,,,,,,
100,000000005010996364,Kit de Vedacao Flexivel 16A P001,DE,ERSA,G,G,G,ZSRV,002009009002009008,00,P,LUMF,DE,418.774,462.172,KG,,,20140807,MM_BATCH_01,20240903,MM_BATCH_03,20191005,ZMM1,,,,,Z1,X,,,,,,,
200,000000005010996501,Conector de Cobre Premium 82A P002,FR,FERT,PAL,PAL,PAL,Z001,004004009002005001,30,M,VERP,FR,93.314,104.916,LB,0.323,L,20161204,MM_BATCH_01,20240120,CB9980520020,20190908,,,,MFR-462837,,,,,,,,QP01,,
300,000000005010996638,Painel Laminado Tecnico 54B P003,EN,HALB,EA,CS,CS,Z002,006005009007001006,20,A,VERP,GB,396.776,,,0.004,L,20140714,MDG_USER08,20230323,CB9980520020,20180321,ZMM1,02,,,WA01,Z1,X,,,,,,,
400,000000005010996775,Tecido Tecnico Alimenticio 19D P004,PT,ROH,M,M,M,Z010,009002002009008008,00,L,BANS,BR,282.886,287.344,LB,,,20240223,CB9980520010,20160516,CB9980520020,20180720,M002,,,,,04,X,,,,,QP01,,
510,000000005010996912,Rolamento Baixa Densidade 24A P001,EN,HAWA,KG,KG,KG,Z020,003002002002004007,10,L,NORM,US,84.591,84.718,KG,,,20190112,CB9980520010,20220131,CB9980520020,20191016,,,,,WHSE,02,,,,,X,ZM01,,
600,000000005010997049,Pano de Limpeza Farmaceutico 38C P002,DE,NLAG,M2,KG,KG,Z030,004005005007007007,20,A,NORM,DE,50.408,53.978,LB,0.100,L,20160620,MDG_USER08,20161119,CB9980520020,20210805,M002,02,,MFR-790604,,04,,,,,,QP01,,
700,000000005010997186,Servico de Embalagem Farmaceutico 86C P0,FR,DIEN,EA,EA,EA,ZMAT,002008009009007009,40,C,VERP,FR,159.640,,,,,20230827,MM_BATCH_01,20210709,MM_BATCH_03,20161110,ZMM1,,,,WA02,04,F,,,,,QP01,,
812,000000005010997323,Engrenagem Reserva Baixa Densidade 32C P,EN,ERSA,L,L,L,ZSRV,006003001009004002,30,L,LEER,GB,181.975,212.295,KG,,,20180509,CB9980520010,20160723,MM_BATCH_03,20151224,M001,01,,MFR-652882,WA02,Z1,,,,,X,,,
100,000000005010997460,Caderno Corporativo Farmaceutico 69C P00,PT,FERT,PC,EA,PC,Z001,001002002004002002,10,P,LUMF,BR,100.851,110.066,KG,0.435,M3,20151012,MDG_USER08,20161004,MDG_USER12,20230707,M001,ZL,,,WA01,04,F,,X,,,QP01,SERI,
200,000000005010997597,Painel Laminado Standard 51C P002,EN,HALB,PAL,CS,PAL,Z002,003006004003002008,00,A,NORM,US,303.142,309.300,LB,,,20150115,MM_BATCH_01,20230313,CB9980520020,20170216,,02,,MFR-670986,WA01,02,F,,X,,X,,SERI,
300,000000005010997734,Papel Kraft Tecnico 08C P003,DE,ROH,KG,KG,KG,Z010,005005008001003008,10,O,BANS,DE,277.559,341.106,KG,1.812,M3,20240106,MDG_USER08,20230705,MDG_USER12,20200126,M002,ZL,,,WHSE,,F,,,,,,,
400,000000005010997871,Papel Cartao Automotivo 22A P004,FR,HAWA,M2,EA,EA,Z020,007001007001005009,30,O,LUMF,FR,360.318,,,0.855,CDM,20211009,CB9980520010,20230527,CB9980520020,20210106,M002,,,,,Z1,X,,,,X,,,
510,000000005010998008,Pano de Limpeza Alta Densidade 28D P001,EN,NLAG,L,EA,EA,Z030,002003004001008004,40,M,BANS,GB,60.626,73.845,KG,0.392,M3,20240110,MM_BATCH_01,20230127,MM_BATCH_03,20171210,M002,ZL,ZBRN,,,02,,,,,,QP01,,
600,000000005010998145,Servico de Transporte Leve 81A P002,PT,DIEN,EA,EA,EA,ZMAT,005004006006003003,00,M,LUMF,BR,88.913,88.995,KG,,,20140315,MDG_USER08,20250412,MM_BATCH_03,20221027,ZMM1,01,,,,04,,,,,,QP01,,30mm
700,000000005010998282,Peca de Reposicao Premium 38A P003,EN,ERSA,M2,M2,M2,ZSRV,002006002007006009,10,C,BANS,US,78.064,96.051,KG,,,20210701,MM_BATCH_01,20161229,MDG_USER12,20230518,M001,02,ZBX1,,,,F,,,,,QP01,,
812,000000005010998419,Garrafa PET Baixa Densidade 31D P004,DE,FERT,CS,CS,CS,Z001,003007006008008004,10,P,LEER,DE,343.827,,,,,20231221,CB9980520010,20210531,MM_BATCH_03,20211015,M001,ZL,ORGL,,,Z1,,,,,,,,
100,000000005010998556,Painel Laminado Industrial 94D P001,FR,HALB,CS,EA,CS,Z002,005005003009007006,20,L,LUMF,FR,112.510,121.862,KG,1.795,L,20190101,MDG_USER08,20210316,CB9980520020,20161026,,,ZBRN,,,02,,,,,,QP01,,
200,000000005010998693,Papel Kraft Industrial 09D P002,EN,ROH,M2,EA,EA,Z010,002009004003006009,00,C,LEER,GB,20.233,,,2.288,CDM,20170416,MM_BATCH_01,20151122,MDG_USER12,20160529,M002,,,,WHSE,Z1,X,,,,,QP01,,
300,000000005010998830,Filtro de Ar Premium 08D P003,PT,HAWA,M2,EA,M2,Z020,005006001006004001,20,P,NORM,BR,227.246,283.268,G,0.648,L,20190309,CB9980520010,20220520,CB9980520020,20161028,M001,02,ZBX1,MFR-892848,,,F,,,,,ZM01,,
400,000000005010998967,Insumo de Apoio Reforcado 64A P004,EN,NLAG,L,EA,L,Z030,003008009002008007,00,M,LUMF,US,91.631,105.461,KG,,,20181026,MM_BATCH_01,20150726,MM_BATCH_03,20260404,M001,ZL,,MFR-287184,,,X,,,,X,QP01,,
510,000000005010999104,Servico de Inspecao Reforcado 65D P001,DE,DIEN,EA,EA,EA,ZMAT,006006007009009008,40,M,BANS,DE,178.942,199.544,G,1.724,CDM,20171205,CB9980520010,20180205,MM_BATCH_03,20241121,M002,ZL,,,,02,F,,,,,,,
600,000000005010999241,Engrenagem Reserva Premium 07B P002,FR,ERSA,M2,KG,M2,ZSRV,004008007008002004,10,L,LUMF,FR,419.889,443.614,G,,,20160128,MDG_USER08,20210612,MM_BATCH_03,20190207,,,ORGL,,,02,,,,,,,,
700,000000005010999378,Embalagem Plastica Farmaceutico 98B P003,EN,FERT,CS,EA,EA,Z001,001003006007005005,30,C,LEER,GB,343.634,364.455,LB,0.049,M3,20260228,MDG_USER08,20180614,MDG_USER12,20160904,M001,02,,,,04,X,,X,,,,SERI,
812,000000005010999515,Bloco de Cobre Alimenticio 24C P004,PT,HALB,CS,CS,CS,Z002,001005002006002006,20,M,VERP,BR,401.319,445.582,G,0.907,L,20190501,MM_BATCH_01,20140404,MM_BATCH_03,20251203,ZMM1,ZL,,,WHSE,Z1,,,X,,,QP01,,
100,000000005010999652,Tecido Tecnico Automotivo 03C P001,EN,ROH,G,KG,KG,Z010,005003003005006007,20,L,NORM,US,275.477,313.089,KG,2.332,L,20240330,CB9980520010,20200502,CB9980520020,20160827,,01,,,WA01,,,,,,,,,63mm
200,000000005010999789,Adesivo Industrial Tecnico 08A P002,DE,HAWA,L,EA,L,Z020,007009001003009003,00,L,BANS,DE,152.955,160.238,KG,,,20211013,MM_BATCH_01,20250206,CB9980520020,20211007,M001,ZL,,,,02,X,,,,,QP01,,
300,000000005010999926,Papel Sulfite Flexivel 70B P003,FR,NLAG,M,KG,KG,Z030,003009004005007007,10,O,NORM,FR,268.022,291.824,G,0.254,M3,20140904,MM_BATCH_01,20240630,CB9980520020,20161004,ZMM1,01,,,,,X,,,,,QP01,,
400,000000005011000063,Servico de Transporte Alimenticio 79C P0,EN,DIEN,EA,EA,EA,ZMAT,006007007004001003,00,C,VERP,GB,98.721,104.788,G,0.662,M3,20210615,MM_BATCH_01,20250226,MM_BATCH_03,20140629,M002,,0001,MFR-231533,,Z1,F,,,,X,QP01,,
510,000000005011000200,Kit de Vedacao Tecnico 33A P001,PT,ERSA,M2,M2,M2,ZSRV,003009006006002003,40,O,BANS,BR,111.476,112.901,LB,0.234,CDM,20180324,MDG_USER08,20160316,CB9980520020,20250801,,,,,WA02,Z1,,,,,,ZM01,,
600,000000005011000337,Componente Eletrico Baixa Densidade 42A ,EN,FERT,CS,EA,EA,Z001,005009007005003003,30,L,LUMF,US,341.880,,,,,20201105,MDG_USER08,20211107,MM_BATCH_03,20260215,,,ZBX1,,WA01,Z1,X,,X,,X,,ZSER,426mm
700,000000005011000474,Placa de Polimero Reforcado 02B P003,DE,HALB,PAL,PAL,PAL,Z002,006005002008007007,00,C,VERP,DE,180.922,195.772,KG,0.532,CDM,20250322,MM_BATCH_01,20150330,MDG_USER12,20200318,,02,,,WA01,02,F,,,,,ZM01,,56mm
812,000000005011000611,Aco Inox Standard 24D P004,FR,ROH,M2,M2,M2,Z010,007002006001002007,40,O,VERP,FR,356.534,,,1.892,CDM,20170430,CB9980520010,20150610,MDG_USER12,20151029,M001,,,MFR-616793,,,F,,,,,,,
100,000000005011000748,Valvula de Metal Premium 41B P001,EN,HAWA,G,KG,G,Z020,006009008009006008,10,A,BANS,GB,227.114,240.067,KG,0.923,CDM,20260224,MM_BATCH_01,20190208,CB9980520020,20250830,M001,02,ZBX1,,,02,F,,,,,,,
200,000000005011000885,Etiqueta Adesiva Alimenticio 28B P002,PT,NLAG,KG,KG,KG,Z030,008002003006005008,20,M,LUMF,BR,263.291,318.780,KG,0.228,L,20230222,MDG_USER08,20190702,MDG_USER12,20141213,M001,,,,,Z1,F,,,,,,,
300,000000005011001022,Servico de Corte Farmaceutico 66C P003,EN,DIEN,EA,EA,EA,ZMAT,005008009006009001,30,L,VERP,US,364.705,399.494,KG,,,20200106,CB9980520010,20210816,CB9980520020,20250525,M001,,,,,Z1,,,,,,ZM01,,
400,000000005011001159,Engrenagem Reserva Farmaceutico 67C P004,DE,ERSA,EA,KG,EA,ZSRV,003007009009001001,40,O,LEER,DE,57.709,61.031,LB,2.042,L,20251115,CB9980520010,20240626,MDG_USER12,20161122,M001,01,0001,,,04,,,,,,QP01,,
510,000000005011001296,Caderno Corporativo Tecnico 13A P001,FR,FERT,EA,CS,EA,Z001,003003008008009008,20,A,LEER,FR,70.647,74.085,G,2.439,CDM,20141212,MM_BATCH_01,20140924,MDG_USER12,20140919,ZMM1,,ORGL,,,Z1,F,,X,,,,,
600,000000005011001433,Painel Laminado Baixa Densidade 97B P002,EN,HALB,EA,EA,EA,Z002,004004002004005008,30,C,LEER,GB,25.518,30.373,LB,0.289,L,20190727,CB9980520010,20180225,MM_BATCH_03,20200321,,,,,WA01,,F,,,,,,,
700,000000005011001570,Tecido Tecnico Flexivel 63A P003,PT,ROH,M2,M2,M2,Z010,005007007003001008,00,O,BANS,BR,260.947,301.255,KG,,,20230419,MDG_USER08,20180321,MM_BATCH_03,20200528,ZMM1,02,PLBL,,,02,,,X,,X,QP01,SERI,
812,000000005011001707,Filtro de Ar Alta Densidade 28A P004,EN,HAWA,KG,KG,KG,Z020,003003006007004003,40,C,LUMF,US,183.604,202.629,KG,2.032,CDM,20191214,CB9980520010,20220925,MM_BATCH_03,20230720,,02,,,WA02,02,X,,,,,,,297mm
100,000000005011001844,Insumo de Apoio Alta Densidade 20D P001,DE,NLAG,KG,EA,EA,Z030,005006002001009005,00,A,NORM,DE,149.326,166.046,KG,0.177,L,20201029,CB9980520010,20171117,MDG_USER12,20190309,M002,ZL,ZBX1,,WA02,,,,,,,,,
200,000000005011001981,Servico de Transporte Farmaceutico 21D P,FR,DIEN,EA,EA,EA,ZMAT,006002009006005004,30,L,BANS,FR,61.011,76.083,KG,2.259,L,20191111,MDG_USER08,20241013,MDG_USER12,20160517,ZMM1,,,,WHSE,02,X,,,,,,,
300,000000005011002118,Sensor Reserva Flexivel 74D P003,EN,ERSA,KG,EA,KG,ZSRV,006009008005003003,00,P,LEER,GB,161.453,185.610,KG,1.033,L,20221020,CB9980520010,20200702,CB9980520020,20221222,,,,,,,X,,,,,QP01,,
400,000000005011002255,Bandeja de Aluminio Leve 04A P004,PT,FERT,EA,EA,EA,Z001,008004004002004007,30,O,LUMF,BR,232.454,249.376,LB,,,20200502,MM_BATCH_01,20141215,CB9980520020,20180910,,02,ZBRN,MFR-389049,,04,,,,,,QP01,,
510,000000005011002392,Placa de Polimero Alimenticio 25D P001,EN,HALB,EA,CS,EA,Z002,005005004008008005,40,A,NORM,US,112.450,130.801,G,1.780,CDM,20160107,MDG_USER08,20231102,MM_BATCH_03,20141030,,01,,,,Z1,X,,,,,ZM01,,
600,000000005011002529,Polipropileno Automotivo 11B P002,DE,ROH,L,L,L,Z010,009002008007009008,20,A,LEER,DE,277.145,344.693,KG,1.040,CDM,20200414,MM_BATCH_01,20190106,CB9980520020,20250525,,,ORGL,MFR-490953,,04,X,,,,,ZM01,,
700,000000005011002666,Adesivo Industrial Tecnico 24D P003,FR,HAWA,EA,EA,EA,Z020,009008005007007009,00,P,LUMF,FR,251.995,,,0.750,CDM,20260212,MM_BATCH_01,20240726,MDG_USER12,20190606,M001,01,,MFR-479756,WHSE,04,F,,X,,,ZM01,ZSER,
812,000000005011002803,Papel Sulfite Alta Densidade 03D P004,EN,NLAG,KG,KG,KG,Z030,007003003008006005,20,O,BANS,GB,304.737,362.035,KG,,,20180416,CB9980520010,20200925,CB9980520020,20150303,M001,02,,,,,X,,,,X,QP01,,440mm
100,000000005011002940,Servico de Inspecao Premium 03A P001,PT,DIEN,EA,EA,EA,ZMAT,006008008003004001,00,A,LEER,BR,295.921,340.937,KG,1.397,CDM,20221107,MM_BATCH_01,20161209,MDG_USER12,20160727,ZMM1,,ZBRN,,,02,,,,,,QP01,,
